career_name,career_cluster,R,I,A,S,E,C,Openness,Conscientiousness,Extraversion,Agreeableness,Neuroticism
Data Scientist,Software & Tech,1,10,4,2,6,8,9,10,4,6,3
Pediatrician,Medical & Healthcare,5,9,2,10,7,6,6,9,8,9,3
Police Detective,Defense & Military,8,10,3,7,8,7,7,8,7,5,3
Data Scientist,Software & Tech,3,10,3,2,5,8,9,8,3,6,4
Investment Banker,Business & Finance,2,7,2,6,10,9,6,8,9,5,3
Robotics Engineer,Engineering & Core,8,8,3,3,5,6,8,9,4,5,3
Research Chemist,Pure Science & Research,7,9,3,3,4,8,9,9,5,6,3
Research Chemist,Pure Science & Research,7,8,4,4,3,7,9,8,3,7,4
Event Planner,Hospitality & Culinary,4,5,8,9,9,9,7,9,9,10,5
Master Electrician,Skilled Trades & Construction,10,10,3,3,5,7,6,10,6,5,2
Police Detective,Defense & Military,6,9,3,6,8,7,7,8,6,5,4
Aerospace Engineer,Engineering & Core,7,9,4,3,5,8,8,9,5,5,3
Environmental Scientist,Agriculture & Nature,6,10,3,4,6,5,9,8,5,7,4
Registered Nurse,Medical & Healthcare,6,6,4,8,4,7,6,9,9,9,5
Human Rights Advocate,Law & Public Policy,1,5,4,10,9,4,8,7,9,9,4
Microbiologist,Pure Science & Research,6,10,4,2,5,9,7,8,5,5,4
Content Editor,Media & Journalism,3,7,9,5,5,7,7,10,5,4,4
Financial Analyst,Business & Finance,2,8,2,2,8,8,8,9,5,4,4
Agricultural Engineer,Agriculture & Nature,9,9,2,3,6,5,5,9,5,6,2
Clinical Psychologist,Medical & Healthcare,2,10,5,10,4,4,10,7,7,10,4
Cinematographer,Arts & Design,7,5,10,4,6,3,10,8,5,7,4
Public Policy Analyst,Law & Public Policy,1,8,4,5,8,6,8,8,4,6,4
Content Editor,Media & Journalism,2,7,9,5,7,9,8,10,5,6,5
Aerospace Engineer,Engineering & Core,7,10,3,1,4,7,8,9,4,5,4
Fighter Pilot,Defense & Military,10,8,1,4,8,7,7,9,7,5,1
Public Policy Analyst,Law & Public Policy,3,9,4,5,9,7,7,8,6,5,4
Civil Architect,Skilled Trades & Construction,7,8,10,3,8,7,9,9,6,5,5
Career Counselor,Education & Social,2,6,4,10,7,5,8,8,8,10,2
Art Director,Arts & Design,2,6,10,5,8,3,10,7,9,4,4
Sports Physiotherapist,Sports & Fitness,8,8,3,9,4,4,6,9,8,10,2
Event Planner,Hospitality & Culinary,4,5,7,9,10,8,8,10,9,9,5
Microbiologist,Pure Science & Research,7,10,2,3,4,9,8,9,5,6,3
Fighter Pilot,Defense & Military,10,8,1,4,8,6,8,10,7,5,2
Database Administrator,Software & Tech,3,7,1,3,5,10,8,9,3,4,2
Intelligence Analyst,Defense & Military,4,10,2,4,8,9,7,8,4,4,3
Microbiologist,Pure Science & Research,6,10,2,3,3,7,8,10,2,6,3
Investigative Journalist,Media & Journalism,4,9,8,6,9,4,9,9,7,6,5
Fashion Designer,Arts & Design,4,4,10,4,8,2,8,5,8,5,4
Electrical Engineer,Engineering & Core,9,9,2,4,5,5,6,9,4,6,4
Aerospace Engineer,Engineering & Core,8,8,3,2,6,7,8,9,3,4,4
Management Consultant,Business & Finance,2,8,3,7,10,6,8,10,10,6,3
Physiotherapist,Medical & Healthcare,7,7,1,9,5,3,7,7,8,7,3
Police Detective,Defense & Military,8,10,2,7,7,6,7,8,7,6,3
Special Education Teacher,Education & Social,4,5,5,10,3,4,7,8,9,10,3
Registered Nurse,Medical & Healthcare,5,7,3,10,5,6,7,9,9,9,3
Police Detective,Defense & Military,6,10,3,7,9,6,7,8,7,5,4
Investigative Journalist,Media & Journalism,4,9,8,7,9,3,9,7,8,6,4
Event Planner,Hospitality & Culinary,3,6,7,9,9,6,8,10,10,9,4
Cinematographer,Arts & Design,7,5,10,4,6,3,10,6,4,6,3
Speech Therapist,Education & Social,3,8,5,10,3,6,8,8,7,10,3
Criminal Judge,Law & Public Policy,3,8,1,7,10,8,7,10,7,5,4
Microbiologist,Pure Science & Research,7,10,4,3,4,8,8,9,4,6,3
Astronomer,Pure Science & Research,4,10,3,2,3,7,8,9,3,4,4
Hotel General Manager,Hospitality & Culinary,1,4,2,9,10,8,7,8,8,8,3
Special Education Teacher,Education & Social,3,5,7,10,4,6,8,8,8,10,3
Art Director,Arts & Design,3,4,10,5,7,6,9,8,9,6,4
Theoretical Physicist,Pure Science & Research,5,10,2,2,4,8,9,9,3,6,2
Career Counselor,Education & Social,3,5,6,10,8,7,7,7,8,8,3
Human Rights Advocate,Law & Public Policy,2,6,4,10,9,4,9,5,9,8,6
Chartered Accountant (CA),Business & Finance,2,7,2,5,6,10,5,10,3,5,4
Investigative Journalist,Media & Journalism,3,9,9,7,9,5,9,8,8,6,5
Geologist,Agriculture & Nature,7,9,2,4,5,5,8,8,4,6,2
Data Scientist,Software & Tech,1,10,2,1,5,10,10,8,4,3,3
Commercial Pilot,Skilled Trades & Construction,9,7,3,4,7,8,7,8,7,5,2
Commercial Pilot,Skilled Trades & Construction,10,8,1,5,7,6,6,10,7,7,1
UI/UX Designer,Arts & Design,3,7,10,7,5,4,9,6,4,6,3
Physiotherapist,Medical & Healthcare,5,7,2,8,4,4,6,9,8,8,3
Physiotherapist,Medical & Healthcare,6,8,3,9,6,5,5,7,8,8,2
Public Policy Analyst,Law & Public Policy,3,9,3,6,8,8,8,7,6,7,5
Army Officer,Defense & Military,10,4,2,6,9,8,7,9,6,5,2
Fashion Designer,Arts & Design,4,4,10,3,8,3,9,6,7,8,6
Registered Nurse,Medical & Healthcare,6,6,3,10,4,8,5,9,8,8,5
Aerospace Engineer,Engineering & Core,8,10,3,2,6,7,9,9,4,4,2
Executive Chef,Hospitality & Culinary,9,4,8,5,8,4,9,7,8,5,6
Strength & Conditioning Coach,Sports & Fitness,9,6,5,9,5,4,5,7,9,6,2
Cardiothoracic Surgeon,Medical & Healthcare,8,10,3,8,5,7,7,10,6,5,4
Police Detective,Defense & Military,8,10,2,8,8,6,6,8,9,5,4
Data Scientist,Software & Tech,3,10,4,3,7,8,7,9,5,5,5
Cyber Security Analyst,Software & Tech,4,9,2,2,6,9,8,8,3,6,6
Mechanical Engineer,Engineering & Core,9,8,3,3,5,6,6,10,5,6,3
Criminal Judge,Law & Public Policy,2,9,2,7,9,9,6,10,6,5,3
Pastry Chef / Baker,Hospitality & Culinary,8,3,9,4,6,5,9,9,4,7,3
Marketing Director,Business & Finance,2,6,7,10,10,5,8,7,10,8,3
Social Worker,Education & Social,3,5,4,10,5,4,4,7,8,10,5
Special Education Teacher,Education & Social,4,5,8,10,4,5,7,9,8,10,3
Mechanical Engineer,Engineering & Core,9,8,3,2,6,7,7,9,6,5,3
Theoretical Physicist,Pure Science & Research,5,9,4,1,3,7,10,6,3,6,2
Event Planner,Hospitality & Culinary,3,4,7,9,9,9,8,7,9,6,5
Intelligence Analyst,Defense & Military,3,8,2,2,8,9,8,8,4,3,3
Executive Chef,Hospitality & Culinary,9,5,9,6,8,6,7,9,7,5,4
Civil Architect,Skilled Trades & Construction,6,8,9,5,7,5,8,8,6,4,3
Pediatrician,Medical & Healthcare,4,9,3,10,5,5,7,8,8,10,3
Pharmacist,Medical & Healthcare,4,6,1,6,3,10,6,10,5,7,3
Research Chemist,Pure Science & Research,7,9,4,3,4,9,9,9,3,5,3
Marine Captain,Skilled Trades & Construction,9,8,3,4,8,7,6,9,7,6,4
Hotel General Manager,Hospitality & Culinary,4,4,4,8,10,9,8,8,9,8,4
Army Officer,Defense & Military,8,6,2,7,10,7,7,10,8,5,2
Strength & Conditioning Coach,Sports & Fitness,9,7,2,8,6,3,6,9,10,6,2
Event Planner,Hospitality & Culinary,5,4,7,9,9,8,9,9,9,7,6
Interior Designer,Arts & Design,5,5,10,6,8,3,8,6,6,8,3
Mechanical Engineer,Engineering & Core,8,8,3,2,5,7,7,9,5,6,2
Executive Chef,Hospitality & Culinary,8,4,8,6,9,5,9,10,7,6,6
Career Counselor,Education & Social,2,6,6,10,7,6,7,8,8,10,4
Robotics Engineer,Engineering & Core,8,10,5,3,5,5,8,9,3,6,3
Data Scientist,Software & Tech,2,10,4,2,7,9,10,8,4,4,3
Intelligence Analyst,Defense & Military,4,10,1,3,6,9,6,9,3,3,3
Master Electrician,Skilled Trades & Construction,10,8,1,3,6,7,4,9,5,8,4
Content Editor,Media & Journalism,2,6,8,4,6,9,8,10,5,7,5
Software Engineer,Software & Tech,2,10,4,4,5,9,9,8,5,6,4
Cinematographer,Arts & Design,7,6,10,4,6,5,10,6,5,7,3
Fighter Pilot,Defense & Military,9,9,1,4,8,8,6,8,8,5,1
Hotel General Manager,Hospitality & Culinary,2,3,5,7,10,8,8,9,9,7,4
Special Education Teacher,Education & Social,3,3,6,10,5,6,7,8,9,10,5
News Anchor,Media & Journalism,2,6,7,9,10,5,5,8,10,7,4
Sports Data Analyst,Sports & Fitness,1,9,3,2,5,9,6,10,5,5,3
Aerospace Engineer,Engineering & Core,7,10,3,2,5,7,8,9,3,5,3
Pastry Chef / Baker,Hospitality & Culinary,7,5,9,4,5,6,9,10,4,6,3
Aerospace Engineer,Engineering & Core,8,10,4,3,6,6,8,9,4,7,4
Commercial Pilot,Skilled Trades & Construction,10,6,1,5,7,7,8,10,6,6,3
Corporate Lawyer,Law & Public Policy,2,7,3,5,9,8,6,9,8,3,6
Pediatrician,Medical & Healthcare,3,9,4,8,5,5,6,10,8,9,1
Cinematographer,Arts & Design,6,6,10,4,6,4,9,6,6,7,3
Content Editor,Media & Journalism,2,6,9,4,7,9,7,10,6,7,4
Environmental Scientist,Agriculture & Nature,6,10,2,5,5,5,8,8,5,7,4
Agricultural Engineer,Agriculture & Nature,9,8,3,2,6,7,6,8,4,7,5
Electrical Engineer,Engineering & Core,9,9,2,3,4,5,9,9,4,6,3
Cyber Security Analyst,Software & Tech,4,9,2,3,5,8,7,9,4,6,7
Sports Physiotherapist,Sports & Fitness,9,8,3,10,6,4,6,8,7,9,3
Content Editor,Media & Journalism,2,7,8,4,7,9,8,10,4,6,3
Mechanical Engineer,Engineering & Core,8,8,2,3,5,7,7,8,6,7,2
University Professor,Education & Social,1,9,4,7,4,4,8,9,7,7,3
University Professor,Education & Social,2,10,6,8,6,4,9,9,6,7,4
Civil Architect,Skilled Trades & Construction,4,8,10,4,6,4,10,6,5,7,5
Army Officer,Defense & Military,9,6,3,8,10,9,5,8,9,5,4
Software Engineer,Software & Tech,4,7,3,3,6,8,8,7,3,5,3
Pastry Chef / Baker,Hospitality & Culinary,10,3,9,5,7,4,6,9,3,5,5
Investment Banker,Business & Finance,2,7,2,6,10,7,5,9,10,5,3
Army Officer,Defense & Military,10,6,2,7,10,9,7,10,9,5,1
Wildlife Conservationist,Agriculture & Nature,10,8,4,5,6,3,6,6,5,6,3
Theoretical Physicist,Pure Science & Research,4,9,3,2,3,7,7,6,3,5,3
Police Detective,Defense & Military,6,7,3,7,7,7,6,7,7,5,3
Public Relations Specialist,Media & Journalism,3,4,6,8,10,6,8,10,9,7,3
Research Chemist,Pure Science & Research,7,10,4,4,4,8,9,9,4,4,3
Pastry Chef / Baker,Hospitality & Culinary,8,3,10,4,4,4,9,8,6,6,4
Software Engineer,Software & Tech,3,9,4,3,4,8,9,8,4,6,5
Commercial Pilot,Skilled Trades & Construction,10,7,1,6,7,7,8,10,5,6,1
Criminal Judge,Law & Public Policy,2,8,3,7,10,8,8,10,7,4,3
Aerospace Engineer,Engineering & Core,8,9,3,2,5,8,9,7,3,4,4
Public Relations Specialist,Media & Journalism,3,5,7,7,10,5,7,8,10,8,4
Environmental Scientist,Agriculture & Nature,8,10,4,5,4,5,8,8,5,5,3
Theoretical Physicist,Pure Science & Research,5,10,4,4,3,6,9,8,1,5,4
Chartered Accountant (CA),Business & Finance,2,5,2,4,6,9,6,9,3,7,4
Civil Engineer,Engineering & Core,9,8,4,5,6,8,5,9,6,7,4
Strength & Conditioning Coach,Sports & Fitness,8,7,4,8,7,3,7,8,9,9,5
Public Relations Specialist,Media & Journalism,2,6,7,9,10,7,8,8,10,7,4
Pastry Chef / Baker,Hospitality & Culinary,10,3,10,3,5,3,8,10,5,7,3
Corporate Lawyer,Law & Public Policy,2,9,3,5,9,7,8,9,9,3,4
News Anchor,Media & Journalism,3,4,7,9,9,5,7,8,10,7,3
Master Electrician,Skilled Trades & Construction,10,8,2,3,3,7,7,8,5,7,2
Hotel General Manager,Hospitality & Culinary,5,5,3,8,9,9,7,10,7,8,3
Hotel General Manager,Hospitality & Culinary,3,5,3,8,9,8,7,10,10,7,5
Agricultural Engineer,Agriculture & Nature,9,7,2,3,6,5,5,7,5,4,2
Content Editor,Media & Journalism,3,6,8,4,6,9,7,10,5,5,4
Public Relations Specialist,Media & Journalism,4,4,8,8,9,7,9,8,10,8,3
Intelligence Analyst,Defense & Military,4,9,2,2,8,8,8,9,4,3,3
Clinical Psychologist,Medical & Healthcare,2,9,4,10,4,4,8,8,6,9,4
Public Policy Analyst,Law & Public Policy,2,10,4,5,7,8,8,9,8,7,6
Civil Architect,Skilled Trades & Construction,6,9,9,4,6,6,9,7,5,7,3
Interior Designer,Arts & Design,6,3,10,7,8,3,7,9,6,7,3
Special Education Teacher,Education & Social,2,6,7,10,4,5,6,8,6,10,5
Environmental Scientist,Agriculture & Nature,5,9,2,5,6,4,7,9,5,5,3
Hotel General Manager,Hospitality & Culinary,3,4,2,7,10,8,7,10,9,9,5
Data Scientist,Software & Tech,1,9,4,2,5,8,9,8,5,3,3
Hotel General Manager,Hospitality & Culinary,3,4,2,8,10,8,6,10,9,8,5
Army Officer,Defense & Military,8,7,3,7,10,7,6,9,6,4,1
Commercial Pilot,Skilled Trades & Construction,9,8,1,5,6,9,7,9,6,5,4
Speech Therapist,Education & Social,5,8,6,10,3,5,7,8,6,10,2
Corporate Lawyer,Law & Public Policy,2,8,3,6,9,8,8,8,8,3,3
Intelligence Analyst,Defense & Military,3,10,2,4,7,9,9,8,5,4,2
Civil Engineer,Engineering & Core,6,8,4,3,6,7,6,8,7,8,2
Intelligence Analyst,Defense & Military,3,10,1,3,7,9,8,10,4,4,3
Investment Banker,Business & Finance,1,7,2,6,9,8,6,10,9,4,5
Microbiologist,Pure Science & Research,6,10,4,2,5,9,7,9,3,6,3
Wildlife Conservationist,Agriculture & Nature,8,7,3,5,6,4,8,8,6,7,4
Human Rights Advocate,Law & Public Policy,2,7,5,10,9,3,8,6,10,10,5
Sports Physiotherapist,Sports & Fitness,6,8,2,10,5,4,7,8,7,8,5
Criminal Judge,Law & Public Policy,2,7,3,8,9,8,7,10,7,5,2
Registered Nurse,Medical & Healthcare,7,7,2,10,4,7,8,8,10,9,4
Commercial Pilot,Skilled Trades & Construction,10,6,3,3,8,8,7,10,7,6,3
Hotel General Manager,Hospitality & Culinary,3,3,2,9,9,8,6,9,8,7,5
Human Rights Advocate,Law & Public Policy,2,6,7,10,10,4,10,6,7,10,3
Theoretical Physicist,Pure Science & Research,6,10,3,1,4,8,9,9,4,5,2
Physiotherapist,Medical & Healthcare,8,8,2,8,5,4,6,8,8,8,3
Data Scientist,Software & Tech,1,10,4,1,8,7,10,9,4,4,3
Sports Physiotherapist,Sports & Fitness,8,8,4,8,4,4,6,7,8,10,2
Research Chemist,Pure Science & Research,7,10,4,4,5,8,8,10,3,4,4
Cardiothoracic Surgeon,Medical & Healthcare,7,9,1,7,6,7,7,10,7,5,3
Wildlife Conservationist,Agriculture & Nature,8,10,2,5,6,4,9,6,5,7,2
Astronomer,Pure Science & Research,4,10,4,3,5,8,9,7,1,6,2
Police Detective,Defense & Military,7,8,3,7,8,5,6,7,8,4,2
Art Director,Arts & Design,3,4,10,5,8,5,9,7,8,6,5
Robotics Engineer,Engineering & Core,8,10,3,2,4,6,10,7,4,4,2
UI/UX Designer,Arts & Design,4,7,10,5,5,4,10,7,7,7,4
Financial Analyst,Business & Finance,3,8,2,3,7,9,7,9,4,5,4
Microbiologist,Pure Science & Research,5,10,3,4,5,8,8,9,4,6,4
Management Consultant,Business & Finance,2,6,4,7,9,6,9,8,8,6,4
Fighter Pilot,Defense & Military,10,9,2,4,9,7,6,8,8,4,2
Marketing Director,Business & Finance,2,4,7,8,9,4,9,8,9,7,3
Marketing Director,Business & Finance,2,5,7,8,10,6,8,7,9,7,3
Hotel General Manager,Hospitality & Culinary,3,6,3,7,10,8,8,10,10,9,3
Astronomer,Pure Science & Research,4,10,3,3,4,7,9,8,3,5,3
Corporate Lawyer,Law & Public Policy,4,7,3,7,9,9,8,7,9,4,3
Marine Captain,Skilled Trades & Construction,8,7,3,6,9,8,6,7,7,6,3
Strength & Conditioning Coach,Sports & Fitness,9,8,3,7,7,3,5,7,9,6,3
Software Engineer,Software & Tech,2,9,4,2,6,7,9,9,4,6,3
Sports Data Analyst,Sports & Fitness,3,9,2,3,5,10,7,10,4,5,4
AI/ML Engineer,Software & Tech,1,9,4,3,5,8,9,9,1,5,3
Pastry Chef / Baker,Hospitality & Culinary,10,4,9,2,6,6,10,8,6,6,4
Agricultural Engineer,Agriculture & Nature,10,9,2,4,4,4,6,8,5,6,2
Commercial Pilot,Skilled Trades & Construction,8,8,2,4,7,8,6,10,6,6,1
Human Rights Advocate,Law & Public Policy,2,7,6,9,9,4,7,9,9,10,4
Civil Engineer,Engineering & Core,8,7,5,4,7,6,6,9,6,5,3
Public Relations Specialist,Media & Journalism,2,5,6,8,10,7,8,8,10,7,5
Strength & Conditioning Coach,Sports & Fitness,10,7,3,8,7,5,7,7,9,6,3
Human Rights Advocate,Law & Public Policy,2,5,5,10,8,4,9,7,8,9,5
Pediatrician,Medical & Healthcare,3,8,4,10,5,6,7,9,8,9,2
Human Rights Advocate,Law & Public Policy,2,6,6,9,9,5,7,7,8,9,5
Professional Athlete,Sports & Fitness,8,4,2,7,7,2,5,8,7,7,4
Executive Chef,Hospitality & Culinary,10,4,8,4,9,5,9,9,8,6,6
Marketing Director,Business & Finance,4,6,8,7,10,6,8,6,9,8,4
University Professor,Education & Social,2,9,5,8,7,4,9,9,7,7,2
Hotel General Manager,Hospitality & Culinary,3,3,2,8,9,7,7,9,8,8,4
Electrical Engineer,Engineering & Core,9,8,3,3,7,4,7,8,3,6,1
Interior Designer,Arts & Design,5,3,10,5,6,5,8,8,7,7,3
Pharmacist,Medical & Healthcare,6,8,3,5,5,10,6,9,6,6,3
Army Officer,Defense & Military,8,7,3,7,9,9,4,10,9,6,2
Electrical Engineer,Engineering & Core,8,9,3,4,5,7,7,8,3,7,3
Robotics Engineer,Engineering & Core,9,9,3,4,6,7,9,10,4,5,4
Interior Designer,Arts & Design,5,3,10,6,5,4,9,6,7,6,5
Fashion Designer,Arts & Design,4,3,10,4,7,4,9,6,7,8,6
Cinematographer,Arts & Design,6,2,10,3,6,3,8,5,5,6,4
Cardiothoracic Surgeon,Medical & Healthcare,8,8,2,8,5,5,8,10,7,5,3
Electrical Engineer,Engineering & Core,9,8,2,4,4,7,7,7,3,6,3
Event Planner,Hospitality & Culinary,5,4,6,10,10,8,8,8,9,7,5
Fashion Designer,Arts & Design,4,4,9,2,8,3,9,5,8,5,4
Army Officer,Defense & Military,10,6,3,7,10,9,6,10,9,7,2
Wildlife Conservationist,Agriculture & Nature,8,8,3,7,5,6,8,5,7,7,4
Fashion Designer,Arts & Design,4,3,10,5,8,3,9,8,7,7,6
Cloud Solutions Architect,Software & Tech,5,8,3,6,7,7,8,7,7,6,2
Management Consultant,Business & Finance,3,9,4,8,9,7,9,8,9,7,3
Marine Captain,Skilled Trades & Construction,9,6,2,7,10,9,6,7,8,6,2
Marketing Director,Business & Finance,2,6,8,8,10,4,9,7,10,7,4
Research Chemist,Pure Science & Research,7,10,3,2,4,9,10,10,4,4,4
Criminal Judge,Law & Public Policy,2,7,2,6,9,7,6,9,5,5,4
Marketing Director,Business & Finance,2,6,8,7,10,4,8,7,10,6,3
Sports Data Analyst,Sports & Fitness,5,9,3,4,4,9,6,10,4,3,3
Speech Therapist,Education & Social,2,8,4,10,5,5,7,7,7,10,3
Astronomer,Pure Science & Research,4,10,3,3,4,9,9,7,3,6,3
Army Officer,Defense & Military,10,6,2,8,10,9,6,9,8,6,2
News Anchor,Media & Journalism,1,6,9,8,9,5,6,6,10,7,4
Astronomer,Pure Science & Research,6,10,4,2,4,6,10,8,4,5,3
Financial Analyst,Business & Finance,2,8,2,4,8,8,7,10,6,5,1
AI/ML Engineer,Software & Tech,1,10,5,3,6,7,9,7,3,4,3
Robotics Engineer,Engineering & Core,8,10,4,3,5,5,10,8,4,6,3
Research Chemist,Pure Science & Research,8,10,3,4,3,8,9,9,5,5,4
Registered Nurse,Medical & Healthcare,5,6,4,10,3,7,6,8,8,9,4
Cardiothoracic Surgeon,Medical & Healthcare,9,9,2,9,6,7,9,9,7,7,3
Intelligence Analyst,Defense & Military,4,10,2,3,7,9,8,9,4,3,3
Professional Athlete,Sports & Fitness,10,4,4,7,8,2,6,9,9,6,2
Public Relations Specialist,Media & Journalism,3,6,7,9,9,6,8,9,10,9,4
Art Director,Arts & Design,3,5,10,5,9,4,9,7,8,6,5
Commercial Pilot,Skilled Trades & Construction,8,8,1,3,8,7,7,10,5,5,2
Electrical Engineer,Engineering & Core,8,8,3,3,5,5,7,7,6,6,1
Criminal Judge,Law & Public Policy,2,6,1,6,8,8,6,10,6,5,3
Intelligence Analyst,Defense & Military,3,9,2,2,7,9,8,9,4,4,4
Investigative Journalist,Media & Journalism,2,10,9,8,9,4,9,8,9,6,5
Sports Data Analyst,Sports & Fitness,4,10,4,2,6,8,6,9,3,5,2
Special Education Teacher,Education & Social,2,5,7,10,4,5,8,7,8,10,4
Marketing Director,Business & Finance,3,5,7,8,10,5,8,7,10,8,4
Theoretical Physicist,Pure Science & Research,6,9,4,2,4,7,9,8,4,4,2
Geologist,Agriculture & Nature,9,10,3,2,5,4,8,9,4,6,4
Professional Athlete,Sports & Fitness,10,2,4,6,9,1,6,7,8,6,4
Database Administrator,Software & Tech,2,10,2,1,6,10,7,8,3,5,3
Professional Athlete,Sports & Fitness,10,3,4,5,8,1,6,7,7,6,4
Clinical Psychologist,Medical & Healthcare,1,9,4,10,4,5,10,6,7,9,4
Criminal Judge,Law & Public Policy,2,7,1,7,8,9,5,10,6,4,2
Cyber Security Analyst,Software & Tech,5,9,3,2,7,8,5,10,4,6,4
Commercial Pilot,Skilled Trades & Construction,9,7,2,2,7,7,6,9,5,5,2
News Anchor,Media & Journalism,3,4,8,8,10,5,6,9,10,7,3
Research Chemist,Pure Science & Research,9,10,4,2,5,6,8,9,3,5,3
Police Detective,Defense & Military,6,7,4,7,9,5,8,8,7,5,4
Professional Athlete,Sports & Fitness,10,2,4,5,8,1,6,9,10,6,3
Electrical Engineer,Engineering & Core,8,9,2,2,5,5,7,9,5,6,2
Research Chemist,Pure Science & Research,8,10,4,3,4,8,8,10,4,6,4
Fighter Pilot,Defense & Military,9,7,3,6,9,7,7,8,7,5,2
Criminal Judge,Law & Public Policy,3,8,1,7,10,9,5,10,5,4,3
Event Planner,Hospitality & Culinary,3,5,8,9,10,7,7,10,9,9,5
Wildlife Conservationist,Agriculture & Nature,10,7,2,6,6,4,7,6,6,7,4
Social Worker,Education & Social,4,6,3,10,6,6,7,9,7,9,5
Public Relations Specialist,Media & Journalism,3,5,6,8,10,6,9,8,10,8,4
Civil Engineer,Engineering & Core,7,6,4,4,7,6,7,8,6,5,2
Fashion Designer,Arts & Design,4,3,10,6,8,3,9,6,9,7,5
Sports Data Analyst,Sports & Fitness,3,7,3,4,6,8,6,10,4,6,3
Pharmacist,Medical & Healthcare,3,8,3,6,6,9,7,9,5,7,2
Commercial Pilot,Skilled Trades & Construction,9,7,2,2,7,7,6,10,6,7,1
Police Detective,Defense & Military,8,8,2,7,8,7,7,8,8,4,3
Wildlife Conservationist,Agriculture & Nature,8,8,3,4,6,4,9,7,6,6,4
Agricultural Engineer,Agriculture & Nature,10,9,1,4,5,5,7,7,5,7,3
Criminal Judge,Law & Public Policy,2,8,1,7,9,7,6,10,6,4,4
Social Worker,Education & Social,2,5,3,9,5,5,6,8,9,10,5
Research Chemist,Pure Science & Research,8,10,3,4,4,8,7,9,4,6,4
Aerospace Engineer,Engineering & Core,7,10,3,2,7,6,8,8,4,6,3
Investment Banker,Business & Finance,2,8,1,6,10,8,7,9,9,3,4
Art Director,Arts & Design,2,5,10,3,8,2,9,7,8,7,6
Marine Captain,Skilled Trades & Construction,9,7,4,5,9,7,7,9,7,6,4
Data Scientist,Software & Tech,1,9,5,2,7,8,8,9,5,5,3
Hotel General Manager,Hospitality & Culinary,3,5,2,8,10,8,6,9,9,8,4
Fashion Designer,Arts & Design,4,3,10,4,6,3,8,7,7,5,5
Sports Data Analyst,Sports & Fitness,2,8,1,2,4,8,6,10,5,7,3
Management Consultant,Business & Finance,1,9,3,8,10,6,9,7,8,4,3
Financial Analyst,Business & Finance,3,10,1,6,6,8,8,9,5,6,6
Investigative Journalist,Media & Journalism,2,9,8,8,9,4,9,9,9,6,4
Cloud Solutions Architect,Software & Tech,4,9,3,4,6,7,7,9,5,6,4
Physiotherapist,Medical & Healthcare,7,8,3,8,4,5,5,7,8,8,4
Microbiologist,Pure Science & Research,4,10,2,2,5,9,8,9,5,6,4
Sports Physiotherapist,Sports & Fitness,8,8,4,10,4,4,5,7,7,9,3
Marine Captain,Skilled Trades & Construction,8,8,4,7,8,7,7,8,8,6,2
Army Officer,Defense & Military,10,7,2,7,10,9,6,10,7,5,1
AI/ML Engineer,Software & Tech,1,10,4,3,5,7,10,9,1,5,4
Fashion Designer,Arts & Design,4,2,10,4,9,2,9,7,9,7,6
University Professor,Education & Social,2,9,5,9,7,3,9,8,7,8,4
Army Officer,Defense & Military,8,7,3,7,10,8,6,10,8,4,1
Registered Nurse,Medical & Healthcare,8,7,4,10,5,6,6,8,8,10,6
Pastry Chef / Baker,Hospitality & Culinary,10,3,10,3,5,5,7,9,5,7,3
Speech Therapist,Education & Social,3,7,3,10,4,4,8,9,8,9,3
Corporate Lawyer,Law & Public Policy,2,7,3,6,9,8,6,9,7,4,5
AI/ML Engineer,Software & Tech,3,10,4,3,7,6,7,7,3,6,4
Sports Data Analyst,Sports & Fitness,3,10,1,2,5,10,7,8,4,4,3
Data Scientist,Software & Tech,1,8,4,1,6,7,9,8,2,3,2
Human Rights Advocate,Law & Public Policy,1,7,5,10,10,4,7,7,8,9,5
Agricultural Engineer,Agriculture & Nature,10,9,1,3,5,5,6,8,5,7,4
Public Relations Specialist,Media & Journalism,4,7,7,9,9,7,6,9,10,7,4
Strength & Conditioning Coach,Sports & Fitness,9,5,4,9,6,4,6,7,8,8,2
Microbiologist,Pure Science & Research,5,9,3,3,4,8,7,9,5,7,3
Environmental Scientist,Agriculture & Nature,6,9,2,4,4,5,7,8,6,6,5
Public Relations Specialist,Media & Journalism,1,5,6,6,10,6,8,9,9,8,4
Microbiologist,Pure Science & Research,5,10,3,4,4,8,9,8,4,5,3
Civil Architect,Skilled Trades & Construction,5,7,10,3,8,6,8,8,6,7,4
Astronomer,Pure Science & Research,3,10,2,2,4,7,10,9,3,5,2
Corporate Lawyer,Law & Public Policy,2,8,2,8,10,7,6,9,8,2,4
Event Planner,Hospitality & Culinary,4,4,7,7,8,7,7,8,8,8,4
Management Consultant,Business & Finance,2,7,3,8,9,6,8,8,9,5,2
Corporate Lawyer,Law & Public Policy,4,8,3,7,9,7,5,10,8,3,4
Strength & Conditioning Coach,Sports & Fitness,7,6,3,8,7,4,6,6,9,7,3
Investigative Journalist,Media & Journalism,2,9,8,7,9,5,9,8,9,6,4
Wildlife Conservationist,Agriculture & Nature,8,9,2,5,5,4,8,7,8,7,4
Sports Physiotherapist,Sports & Fitness,8,8,3,9,5,5,6,8,8,9,3
